	article	revid
4288	Chai Kim Sen	1106368685
4289	Chen Tien	1031735962
4290	Chin Peng	1107270533
4291	Chong Ted Tsiung	1108544226
4292	Chong Zhemin	1095389334
4293	Lily Eberwein	1108044673
4294	Ellron Alfred Angin	1113511050
4295	Eu Chooi Yip	1070490957
4296	Shamsiah Fakeh	1101748227
4297	Fong Chong Pik	1001009224
4298	Ghulamhaidar Khan	1075437508
4299	Gopalakrishnan Subramaniam	1110053029
4300	Guan Dee Koh Hoi	1100039608
4301	Joachim Gunsalam	1114400966
4302	Hajiji Noor	1115441744
4303	Najwan Halimi	1111870236
4304	Hamisa Samat	1113042660
4305	Heah Joo Seang	1090938871
4306	Hii King Chiong	1027073601
4307	Akmar Hisham	1107461682
4308	Hishamuddin Rais	1089314868
4309	Hasnoor Hussein	1077836051
4310	Ishak Haji Muhammad	1035141510
4311	Rozman Isli	1108497849
4312	Mazlan Ismail	1115842286
4313	Ahmad Kamil Jaafar	1113197409
4314	Jefridin Atan	1106337099
4315	John Ambrose (politician)	1112592341
4316	Kassim Ahmad	1090209181
4317	Keshvinder Singh	1108756333
4318	Devaki Krishnan	1104869132
4319	Jennifer Lasimbang	1073057505
4320	Lau Pak Khuan	1058822389
4321	Lau Yew	1088062798
4322	Azlan Mohd Lazim	968561996
4323	Lee Kiat Lee	1099721190
4324	Philip Lee Tau Sang	1090146763
4325	Lim Siew Khim	1109999547
4326	Lim Ban Hong	1077836086
4327	Oscar Ling	1113183873
4328	Liou Chen Kuang	1052006400
4329	Lukanisman Awang Sauni	1099663583
4330	Rashid Maidin	1092905349
4331	Masidi Manjun	1102291819
4332	Masiung Banah	1112581071
4333	N.K. Menon	1097999475
4334	Mohamad Fazli Mohamad Salleh	1110532542
4335	Mohamad Noor Dawoo	1110532561
4336	Mohamad Zaim Abu Hassan	1110532586
4337	Mohamad Zuraimi Razali	1110019509
4338	Mohd Osman Mohd Jailu	1110019382
4339	John Victor Morais	1095635753
4340	Muhammad Faiz Fadzil	1111890340
4341	Muhd Fadhil Nuruddin	1110532712
4342	Muis Picho	1090461411
4343	Ng Lam Hua	1114406039
4344	Khairin Nisa	1110532690
4345	Ong Kow Meng	1110227480
4346	Samsudin Osman	1101069822
4347	K. Pathmanaban	1050612192
4348	Peter Anthony	1090082414
4349	Mamad Puteh	1104359904
4350	Ras Adiba Radzi	1110892125
4351	Raja Ahmad Zainuddin Raja Omar	1093072163
4352	Rasinin Kautis	1059926880
4353	Razali Idris	1052007243
4354	Ronnie Liu Tian Khiew	1115455383
4355	Abang Muhammad Salahuddin	1097436370
4356	Jaujan Sambakong	1095150670
4357	Sarifuddin Hata	1090469603
4358	Sedomon Gunsanad Kina	1107695722
4359	See Chee How	1113114002
4360	Ajis Sitin	1087994159
4361	Murugesan Sinnandavar	1102947032
4362	Hashim Suboh	1062795670
4363	Abdul Rahman Sulaiman	1110686188
4364	Arunarsin Taib	1109410129
4365	Tan Keng Liang	1052007347
4366	Nathaniel Tan	1106899406
4367	Lai Teck	1113084195
4368	Kamarulzaman Teh	1111469791
4369	Teng Chang Yeow	1105707535
4370	Jason Teoh	1097385777
4371	R.S. Thanenthiran	1105856407
4372	Uda Sulai	1095616919
4373	Sukarti Wakiman	1093149014
4374	Wan Mohamed Wan Teh	1095237082
4375	Wan Rosdy Wan Ismail	1108769286
4376	Wilson Ugak Kumbong	1110532734
4377	Eli Wong	683715284
4378	Ibrahim Yaacob	1087075628
4379	Ismail Yaacob	1077828032
4380	Loke Yuen Yow	1110532900
4381	Yusnan Yusof	1110020386
4382	Ahmed Adeeb	1106334283
4383	Ilham Ahmed	1106063792
4384	Ahmed Shiaan	1067997084
4385	Mohamed Asim	955470814
4386	Ahmed Faris Maumoon	1102160506
4387	Abdulla Jihad	1089747576
4388	Abdul Majeed Mahir	1106388324
4389	Ahmed Mahloof	1078645831
4390	Reeko Moosa Manik	1107779437
4391	Abdulla Maseeh Mohamed	1059204112
4392	Mohamed Ashmalee	1111595852
4393	Sharif Mohamed	1083923279
4394	Aishath Nahula	1089278693
4395	Faisal Naseem	1107172292
4396	Nazra Naseem	1078645574
4397	Abdulla Shahid	1115407303
4398	Shidhatha Shareef	1017388783
4399	Mohammed Waheed Deen	1044202943
4400	Umar Zahir (politician)	1100415861
4401	Muad Mohamed Zaki	1005292519
4402	Moosa Zameer	1021848119
4403	Zahiya Zareer	1088366275
4404	Alwata Ichata Sahi	1063977010
4405	Sangaré Niamoto Ba	1114946966
4406	Siby Ginette Bellegarde	1053500952
4407	Cheick Bougadary Traoré	1062893043
4408	Dramane Dembélé	1106209182
4409	Hamadoun Dicko	1003750425
4410	Mamadou Djigué	1053500397
4411	Amadou Doucoure	1006368886
4412	Ly Taher Dravé	1104316510
4413	Diabaté Fatoumata Guindo	1070268003
4414	Mahamane Haidara	1020670814
4415	Jamille Bittar	1062893055
4416	Mamadou Konaté	1070022832
4417	Garan Fabou Kouyate	1107811823
4418	Mamadou M'Bodje	1093590895
4419	Achérif Ag Mohamed	1053498169
4420	Zeïni Moulaye	1103491147
4421	N'Diaye Ramatoulaye Diallo	1112669298
4422	Yeah Samake	1095147868
4423	Foutanga Babani Sissoko	1104202484
4424	Ousmane Sy	1053500811
4425	Amadou Toumani Touré	1078564743
4426	Demba Traoré (politician)	1053499445
4427	Salimata Traoré	1074144594
4428	Ismaël Wagué	1053499897
4429	Anthony Borg Barthet	1050188755
4430	Leo Brincat	1101776347
4431	Clyde Caruana	1111217031
4432	Manwel Dimech	1105882271
4433	Pierre Jean Louis Ovide Doublet	1115571537
4434	Anton Tabone	1111217502
4435	Stefan Zrinzo Azzopardi	1108276267
4436	Atlan Anien	1100471245
4437	Tony deBrum	1100736328
4438	Thomas Heine	1077426554
4439	Wilbur Heine	1083126087
4440	Alvin Jacklick	1060943392
4441	Michael Konelios	918907799
4442	Dennis Momotaro	986965086
4443	Rien Morris	1077426651
4444	Hiroshi V. Yamamura	1077430389
4445	Biram Dah Abeid	1102788224
4446	Kane Hamidou Baba	1099633190
4447	Horma Ould Babana	1058108012
4448	Selama Mint Cheikhne Ould Lemrabott	1059633791
4449	Mohamed Lemine Ch'bih Ould Cheikh Melainine	1047066142
4450	Vatimetou Mint Khatry	1059724517
4451	Patrick Assirvaden	1055794640
4452	Anil Bachoo	1106359560
4453	Antoine Bestel	1115807526
4454	Rishon Bhadain	1100859250
4455	Eddy J. Changkye	998060507
4456	Joseph-François Charpentier de Cossigny	1065172397
4457	Antoine Toussaint de Chazal	1106368152
4458	Chief Commissioner of Rodrigues	1094321960
4459	Louis Joseph Coralie	1058307177
4460	Adrien d'Épinay	1100672866
4461	Sangeet Fowdar	1105627649
4462	Jagdish Koonjul	1087895987
4463	Pritam Singh Mattan	1095531367
4464	Cehl Meeah	1106562848
4465	Moilin Jean Ah-Chuen	1101824013
4466	Jean-Claude Pierre-Louis	1106156525
4467	Charles Thomi Pitot	1101736663
4468	Johnson Roussety	1099375055
4469	Subhasnee	1081550590
4470	Emperor of Mexico	1049239572
4471	Oleg Balan	1110953897
4472	Vlad Bilețchi	1080658620
4473	Vasile Bîtca	1092179435
4474	Ion Ceban	1113298996
4475	Vladimir Cebotari	1110952685
4476	Ion Constantin Ciobanu	1110335884
4477	Romulus Cioflec	1112985854
4478	Alexandru Cotruță	1022104267
4479	Emanuil Gavriliță	1107106697
4480	Iuliana Gorea-Costin	1104915336
4481	Andrei Ivanțoc	1089621148
4482	Andrei Lupan	1106744592
4483	Gheorghe Malarciuc	1108886194
4484	Constantin Mimi	1110562362
4485	Maria Postoico	1102599013
4486	Nichita Smochină	1112022866
4487	Andrei Spînu	1098562762
4488	Leonid Talmaci	1087962283
4489	Jean-Charles Allavena	1003397193
4490	Laurent Anselmi	1115213350
4491	Camille Blanc	1100905415
4492	Robert Calcagno	1030845142
4493	Jean Castellini	1084495128
4494	Paul Demange (politician)	1079067018
4495	Catherine Fautrier	1106302712
4496	Paul Masseron	1089373743
4497	Laurent Nouvion	1011192042
4498	Thierry Poyet	960140393
4499	Jean-François Robillon	986531700
4500	Christophe Steiner	1113747641
4501	Gilles Tonelli	1114437692
4502	Chilkhaajavyn Avday	1051560376
4503	Babojab	1064992792
4504	Dendeviin Terbishdagva	1109345670
4505	Tsakhiagiin Elbegdorj	1112768745
4506	General Secretary of the Mongolian People's Party	1097929840
4507	Diluwa Khutugtu Jamsrangjab	1025654841
4508	Bayantömöriin Khaisan	1109488008
4509	Mijiddorjiin Khanddorj	1100894691
4510	Sonomyn Luvsangombo	1060881109
4511	Tsendiin Mönkh-Orgil	1107438593
4512	Luvsannamsrain Oyun-Erdene	1113655591
4513	Dritan Abazović	1114648940
4514	Božidar Bojović	1100211141
4515	Jevrem Brković	1100427296
4516	Predrag Bulatović	1109754194
4517	Miodrag Davidović	1107963087
4518	Vladimir Dobričanin	1030728031
4519	Dobrilo Dedeić	696310078
4520	Sekula Drljević	1109481661
4521	Fatmir Gjeka	1111732314
4522	Milutin Jelić	1051132831
4523	Batrić Jovanović	1070488778
4524	Jovan Kavarić	1030708917
4525	Zdravko Krivokapić	1113234942
4526	Vujica Lazović	1108706425
4527	Vladimir Leposavić	1073191784
4528	Stjepan Mitrov Ljubiša	1099266672
4529	Stevan Lukačević	1030707781
4530	Savić Marković Štedimlija	1115770411
4531	Tarzan Milošević	1073191907
4532	Iko Mirković	1030708648
4533	Fuad Nimani	1098981453
4534	Tomo P. Oraovac	1079702923
4535	Darko Pajović	1070422891
4536	Vladimir Pavićević	1114141220
4537	Jovan Pavlović (minister)	1081135207
4538	Andrija Popović	1115370448
4539	Evgenije Popović	1030727852
4540	Novica Radović	1007749126
4541	Miloš Radulović (politician)	1077146911
4542	Nešo Šćepović	1062865771
4543	Budimir Šegrt	1073192213
4544	Sergej Sekulović	1094030927
4545	Aleksandar Stijović	1105170672
4546	Lazar Tomanović	1006895064
4547	Lujo Vojnović	1109082075
4548	Dejan Vukšić	1067839020
4549	Abdessamad Archane	1081123128
4550	Abu Bakr Ibn Abi Zaid as-Slawi	1089705508
4551	Mohamed Ali El Admi	1055102528
4552	Mahjoubi Aherdane	1102542542
4553	Ba Ahmed	1082884635
4554	Moulay Ahmed Alaoui	1016144487
4555	Abderrahmane Amalou	1098806861
4556	Said Amzazi	1029955505
4557	Mustapha Bakkoury	1081989390
4558	Ahmed Balafrej	1112518587
4559	Abdelouahed Belkeziz	1102921166
4560	Moncef Belkhayat	1058789179
4561	Mehdi Ben Barka	1101973891
4562	Mohamed Benchaaboun	1105246740
4563	Hakim Benchamach	1044626597
4564	Ahmed Benjelloun	962930707
4565	Omar Benjelloun	1082283546
4566	Bouchaib Benlabsir	1115345188
4567	Fadel Benyaich	1087860841
4568	Driss Benzekri (activist)	984611292
4569	Abderrahim Bouabid	1103644711
4570	M'hamed Boucetta	1112085455
4571	Abdelghani Bousta	1094981501
4572	Abdelhadi Boutaleb	1014544030
4573	Brahim Boutaleb	1096298275
4574	Miloud Chaabi	1100817341
4575	Mohamed Haddou Chiguer	1096062110
4576	Rochdi Chraibi	917898941
4577	Mohammed al-Hajj ibn Abu Bakr al-Dila'i	1090172051
4578	Anas Doukkali	1045066415
4579	Khalihenna Ould Errachid	1067186300
4580	Mohamed El Fassi	1077154633
4581	Ahmed al-Hiba	1058971192
4582	Ahmed ibn Abi Mahalli	1112552333
4583	Abdellatif Jouahri	1067501606
4584	Mohammed Kabbaj	1094200694
4585	Abdellah Kadiri	1108478313
4586	Muhammad al-Kattani	1088340779
4587	Khnata bent Bakkar	1112728253
4588	Mohand Laenser	1110541676
4589	Fatima Marouan	1085899467
4590	Mohamed Mehdi Bensaid	1115789792
4591	Mohamed Sadiki	1112864122
4592	Mohammed VI of Morocco	1113314439
4593	Abdelkrim Motii	956960749
4594	Khalid Naciri	1097940143
4595	Mohammed al-Makki al-Nasiri	1088024038
4596	Zoulikha Nasri	1091797485
4597	Abdelaziz El Omari	1103094488
4598	Ilyas El Omari	1050980468
4599	Chafik Rachadi	1064310999
4600	Abdelwahed Radi	996655646
4601	Mohammed Sajid (politician)	1053936172
4602	Sidi al-Ayachi	1095623946
4603	Fathallah Sijilmassi	1095503216
4604	Mohammed Allal Sinaceur	1047221771
4605	Mohamed Belhassan Wazzani	1101462823
4606	Nasser Zefzafi	1115903038
4607	Abdellatif Zeroual	1074290663
4608	Mohammed Ziane	1097940843
4609	Yassir Znagui	1058407241
4610	Brahim Zniber	1113578009
4611	Mário Albino	1042139227
4612	Carlos Cardoso (journalist)	1108725761
4613	Afonso Dhlakama	1104812135
4614	Helder Francisco Malauene	1065685422
4615	Nyeleti Brooke Mondlane	1110776630
4616	Basilio Muhate	1087847457
4617	Murade Isaac Murargy	1041131952
4618	Tomaz Salomão	1105513966
4619	Stella da Graça Pinto Novo Zeca	1070241018
4620	Aye Ko (artist)	968270020
4621	Ba Shin	1087648145
4622	Bao Youxiang	1111148571
4623	Bawk Ja	1052913276
4624	Cheery Zahau	1088361146
4625	Ei Thinzar Maung	1097749207
4626	M. A. Gaffar	1077127256
4627	Han Tha Myint	1004945052
4628	Hla Maung Shwe	1080777311
4629	Hso Khan Pha	1084108657
4630	Nai Htaw Sorn	1063720253
4631	Htay Aung (businessman)	1108033224
4632	Htin Linn Aung	1111075237
4633	Ja Htoi Pan	1088361136
4634	Khin Kyaw Han	1036478390
4635	Khin Ma Ma Myo	1044647145
4636	Khin Maung Swe	1102466399
4637	Khun San Lwin	964464657
4638	Ko Ni	1109319228
4639	Thakin Kodaw Hmaing	1063716795
4640	Kwe Te No	1009433548
4641	Sao Kya Seng	1063720601
4642	Kyaw Moe Tun	1104060130
4643	Kyaw Myint	1105968423
4644	Kyaw Ni	1065336699
4645	Kyaw Tun	943370816
4646	Kyaw Zaw Oo	1073118078
4647	Duwa Lashi La	1111778584
4648	Lian Hmung Sakhong	1060132892
4649	Sultan Mahmud (minister)	1114780616
4650	Maran Brang Seng	1108940186
4651	Gani Markan	1077040045
4652	Maw Htun Aung	1064354803
4653	Mya Lay Sein	1109316290
4654	Myint Swe (politician, born 1965)	1073118310
4655	Myo Yan Naung Thein	1072977583
4656	Naw Ohn Hla	1088361138
4657	Nay Myo Wai	1065794809
4658	Nay Zin Lat	1052916362
4659	Nyi Sein	1073118482
4660	Nyo Nyo Thin	1031818615
4661	Oscar de Glanville	1087056648
4662	San Tun	904203856
4663	Sasa (politician)	1100369987
4664	Saw Sa	1087057198
4665	Saya Gyi U Nu	1061283173
4666	Sein Win (politician)	1073118868
4667	Sao Seng Suk	1086413674
4668	Shwe Ohn	1039272113
4669	Soe Moe Hlaing	1098801536
4670	Sultan Ahmed (Burmese politician)	1105597024
4671	Naw Susanna Hla Hla Soe	1088361145
4672	Tan Yu Sai	987791661
4673	Taw Phaya Galay	1096513590
4674	Tayzar San	1038023615
4675	Tha Aye	920911377
4676	Than Nyein	1099560456
4677	Than Sein	984131584
4678	Than Win	1050686993
4679	Thaung Tun (minister)	1091685823
4680	Baganset U Thaw	1087454147
4681	Thein Maung	1065733251
4682	Thein Nyunt (politician)	1111654182
4683	Thet Win Aung	977644647
4684	Thirty Comrades	1112536598
4685	Tin Aye	1005117819
4686	Tu Hkawng	1060133433
4687	Wai Moe Naing	1054632633
4688	Win Ko Ko Latt	1076941438
4689	Maung Wuntha	1082083580
4690	Yawd Serk	1073119108
4691	Za Hlei Thang	1098512604
4692	Zaw Htay	1114885327
4693	Zura Begum	1073818086
4694	Ben Africa	1083488754
4695	Hendrina Afrikaner	1002561151
4696	Jager Afrikaner	1063145716
4697	Jonker Afrikaner	1072451612
4698	Klaas Afrikaner	1084873676
4699	Erginus Endjala	1112849323
4700	Dap Izaaks	1082617471
4701	Piet Junius	1104226275
4702	Gottlob Mbaukua	946596970
4703	John McNab	1105017844
4704	Maxie Minnaar	1105191855
4705	Nehale Mpingana	1113800690
4706	Manasse ǃNoreseb	1015106908
4707	Thimoteus Tjamuaha	1095062805
4708	Erastus Tjejamba	1040560547
4709	Cornelius van Wyk	1077993801
4710	Eben van Zijl	1084871731
4711	Bernard Dowiyogo	1109278952
4712	Valdon Dowiyogo	1115307502
4713	Yuvaraj Adhikari	1026960528
4714	Surya Bahadur KC	1108008290
4715	Mohan Baral	1047930532
4716	Gopal Kumar Basnet	1095758526
4717	Dhokal Singh Basnyat	1047820675
4718	Chakra Prasad Bastola	1111480619
4719	Rupchandra Bista	1052265659
4720	Gagan Singh Bhandari	1105250576
4721	Rajendra Laxmi Gaire	1095759265
4722	Umesh Prasad Giri	1009406646
4723	Harka Gurung	1106745635
4724	Ram Chandra Jha	1093324671
4725	Prem Bahadur Kansakar	1076071925
4726	Ratneshwar Lal Kayastha	1102776133
4727	Rajanra KC	1060501973
4728	Keshav Sthapit	1109551794
4729	Bishal Khadka	1106387853
4730	Devi Khadka	1092210188
4731	Yadunath Khanal	1078215877
4732	Gore Bahadur Khapangi	1113100136
4733	Krishna Chandra Nepali Pokharel	1102403611
4734	Chiri Babu Maharjan	1113666190
4735	Mahendra Bahadur Bista	1077128101
4736	Gajraj Mishra	1106167914
4737	Pande family	1111670930
4738	Ganesh Pandey	1085614813
4739	Leela Mani Paudyal	1109590767
4740	Bidhyanath Pokhrel	1060504380
4741	Radhika Tamang	1105498973
4742	Laxman Rajbanshi	1092220542
4743	Bharat Shumsher Jung Bahadur Rana	1080440808
4744	Dhir Shumsher Rana	1113536460
4745	Diamond Shumsher Rana	1101086758
4746	Kali Bahadur Sahakri	1060541259
4747	Balen Shah	1115570268
4748	Bam Shah	1107329363
4749	Bishnu Pratap Shah	1113191068
4750	Jeevan Bahadur Shahi	1113167809
4751	Shukraraj Shastri	1096679892
4752	Sonam Gyalchhen Sherpa	1095759552
4753	Motidevi Shrestha	1069184655
4754	Khadga Man Singh	1080640494
4755	Sanu Siva	1106065582
4756	Bhuwan Bahadur Sunar	1095758222
4757	Surya Raj Acharya	1111084487
4758	Thapa dynasty	1102589358
4759	Ranabir Singh Thapa	1083766451
4760	Goma Devi Timilsina	1095758525
4761	Vrajanath Poudyal	1109814259
4762	Dharma Ratna Yami	1113442912
4763	Igram van Achelen	1068782309
4764	Charetti America-Francisca	1099607334
4765	Vic Bonke	1107608633
4766	Marianne Burgman	1101574965
4767	Dirck Coornhert	1095667704
4768	Fred Dekker (politician)	1062551798
4769	Jan Dijkema	1098992494
4770	Jeanne Fortanier-de Wit	1059113335
4771	Jan Geersing	1110877576
4772	Leon Geurts	1090785915
4773	Cornelis de Gijselaar	984321838
4774	Alexander Gogel	1056614133
4775	Sicco van Goslinga	1090880662
4776	Hugo Grotius	1110845841
4777	Tsjalling Hiddes Halbertsma	1110513709
4778	Dick de Hoog	1088072022
4779	Mien van Itallie-Van Embden	1092931690
4780	Jacob van den Eynde, Governor of Woerden	1068845831
4781	Ehsan Jami	1106276053
4782	Allart Pieter van Jongestall	1096414908
4783	Fridolin Marinus Knobel	1023804370
4784	Martin Konings	1112164477
4785	Theodorus van Kooten	1052740212
4786	Jan Krajenbrink	1104399014
4787	Jan ter Laan	1068846473
4788	Reinier van Lanschot	1109042647
4789	Elbertus Leoninus	1096417753
4790	Leopold Karel, Count of Limburg Stirum	1106865567
4791	Taco Ludigman	970584944
4792	Pieter Daniël Eugenius MacPherson	955584741
4793	Toine Manders (politician, born 1969)	1076174326
4794	Henri Marchant	1092749754
4795	Durk van der Mei	1113277095
4796	Sergej Moleveld	1094280379
4797	William Moorlag	1047584380
4798	Pieter Paulus	933612093
4799	André Peperkoorn	1032718670
4800	Grace Schneiders-Howard	1095800611
4801	Apollonius Schotte	1032311861
4802	Fedde Schurer	1089197423
4803	Florens van der Spek	1111908414
4804	Victor de Stuers	1096429041
4805	Cornelis van Aarsens	1023030987
4806	Hugo van den Eynde	1115856466
4807	Viglius	1096429102
4808	Rudi Vis	1074946503
4809	Anton August van Vloten	1113565390
4810	Pieter Vreede	1094968550
4811	Steef Weijers	1099981628
4812	Christine Wttewaall van Stoetwegen	1077665112
4813	Guillermo Arce Castaño	1112499974
4814	Oscar Danilo Blandón	1113478079
4815	José Francisco Cardenal	1017388553
4816	Pedro Joaquín Chamorro Barrios	1111610717
4817	Juan Sebastián Chamorro	1108120275
4818	Edipcia Dubón	1053055741
4819	Luis Fley	1108120436
4820	George Henriquez	1108120156
4821	Antonio Lacayo	1059108508
4822	Miguel Larreynaga	1104594869
4823	Félix Maradiaga	1071598737
4824	Paul Oquist	1098836735
4825	Maximino Rodríguez Martínez	1076166578
4826	Marou Amadou	1008239441
4827	Oumar Ba	1034543452
4828	Alidou Barkire	1069346203
4829	Mano Dayak	1098168543
4830	Moussa Moumouni Djermakoye	1032108693
4831	Abdoulkarim Goukoye	1100035673
4832	N’Gadé Nana Hadiza Noma Kaka	1109517592
4833	Moussa Seybou Kassey	1101187586
4834	Djibo Salamatou Gourouza Magagi	1104316295
4835	Karidjo Mahamadou	1008239538
4836	Ouhoumoudou Mahamadou	1105116087
4837	Mohamadou Djibrilla Maïga	908343187
4838	Issoufou Saidou-Djermakoye	1051805763
4839	Issoufou Sidibé	1007533517
4840	Yacouba Sido	1006373883
4841	Sadou Soloké	994723739
4842	Saloum Traoré	747227236
4843	Abdul-Azeez Olajide Adediran	1105091914
4844	Saidu Musa Abdullahi	1079931037
4845	Aliyu Sabi Abdullahi	1077854955
4846	Mohammed Hassan Abdullahi	1110417900
4847	Abubakar Kabir Abubakar	1107155705
4848	Stephen Makoji Achema	1107399955
4849	Tajudeen Adeyemi Adefisoye	1092316412
4850	Lateef Adegbite	1091928046
4851	Busari Adelakun	1103934292
4852	Adedeji Adeleke	1111696461
4853	Adelere Adeyemi Oriolowo	1115252409
4854	Rotimi Adelola	1103253879
4855	Adelusi Adeluyi	1114395269
4856	Azeez Issa Adesiji	1029928326
4857	Akinwumi Adesina	1114503005
4858	Samuel Adesina	1069851870
4859	Funke Adesiyan	1114703719
4860	Kola Adewusi	1112858140
4861	Thomas Aguiyi-Ironsi	1088294556
4862	Agboola Ajayi	1112880539
4863	Michael Ajegbo	1104061250
4864	Kayode Ajulo	1105924265
4865	Christopher Pere Ajuwa	1103496845
4866	Funke Akindele	1113804278
4867	Janet Akinrinade	1011025496
4868	Hussaini Akwanga	1101221420
4869	Oloye Akin Alabi	1104328791
4870	Timi Alaibe	1067060967
4871	Tayo Alasoadura	1115557492
4872	Zainab Abubakar Alman	1108994900
